age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
24,services,single,secondary,no,2941,yes,no,telephone,jan,357,2,17,1,failure,1
55,blue-collar,single,tertiary,no,3741,no,yes,telephone,jun,1,8,-1,0,other,1
83,services,single,secondary,no,2115,yes,no,telephone,jan,403,10,-1,2,unknown,1
92,entrepreneur,married,secondary,yes,-924,no,no,telephone,jan,394,3,-1,3,unknown,0
29,management,single,secondary,no,-585,no,no,cellular,oct,211,12,-1,9,unknown,0
30,technician,married,tertiary,no,243,yes,yes,cellular,jan,203,3,-1,2,unknown,0
47,blue-collar,married,tertiary,no,1617,yes,no,cellular,nov,0,6,-1,3,unknown,1
61,admin.,single,secondary,no,931,no,yes,cellular,aug,46,8,-1,2,unknown,0
92,blue-collar,single,primary,no,-1272,yes,no,cellular,jun,293,11,7,3,unknown,0
34,admin.,married,secondary,no,-1285,yes,yes,cellular,dec,388,4,-1,9,unknown,0
30,self-employed,single,tertiary,no,-3417,no,no,cellular,may,322,5,-1,0,unknown,0
37,blue-collar,married,secondary,no,-5663,yes,no,cellular,may,209,12,-1,4,unknown,0
86,retired,married,secondary,no,910,no,no,telephone,may,490,5,-1,6,unknown,1
20,blue-collar,divorced,secondary,no,6305,yes,yes,cellular,aug,361,9,-1,1,unknown,1
47,blue-collar,married,secondary,no,5153,no,no,cellular,nov,165,6,-1,0,unknown,1
27,technician,single,tertiary,no,-952,no,no,cellular,jul,525,1,-1,9,unknown,0
30,blue-collar,married,tertiary,no,1530,no,no,cellular,apr,67,8,-1,2,unknown,1
89,retired,single,tertiary,no,-2022,yes,no,cellular,nov,14,6,-1,2,unknown,0
18,housemaid,single,tertiary,no,-1687,no,yes,cellular,aug,161,4,52,3,unknown,0
43,entrepreneur,single,tertiary,no,-1434,yes,no,telephone,oct,114,13,14,0,unknown,0
89,blue-collar,married,secondary,no,704,no,no,telephone,jun,169,11,-1,1,unknown,0
65,retired,single,unknown,no,799,yes,no,cellular,mar,332,4,-1,0,unknown,0
23,blue-collar,married,primary,no,1756,yes,yes,cellular,dec,215,8,-1,5,unknown,1
54,unemployed,divorced,secondary,yes,2659,no,no,cellular,sep,219,11,-1,4,unknown,1
93,technician,married,tertiary,no,459,yes,no,cellular,apr,228,1,51,2,unknown,0
49,blue-collar,married,secondary,no,1280,yes,no,cellular,nov,0,2,-1,9,unknown,1
59,blue-collar,single,secondary,no,-1206,yes,no,telephone,jan,8,8,-1,3,unknown,0
59,admin.,married,secondary,no,-1758,no,no,cellular,dec,166,14,-1,0,other,0
69,blue-collar,married,secondary,no,-2098,yes,no,cellular,jul,102,13,-1,0,unknown,0
32,unemployed,single,tertiary,no,2628,yes,no,telephone,aug,188,7,-1,7,unknown,1
83,retired,married,secondary,no,457,no,yes,cellular,jan,417,10,-1,5,failure,0
95,self-employed,married,primary,no,-2916,yes,no,cellular,mar,210,7,19,2,success,0
29,admin.,married,secondary,no,1061,no,no,cellular,sep,35,13,-1,2,unknown,0
81,services,married,secondary,no,-1547,yes,no,cellular,jul,109,8,37,2,unknown,0
81,blue-collar,married,primary,no,4853,yes,no,cellular,feb,459,13,-1,4,unknown,1
75,services,married,secondary,no,-73,yes,no,telephone,aug,435,6,-1,7,failure,0
46,blue-collar,married,secondary,no,2699,no,no,cellular,sep,303,14,13,6,unknown,1
54,blue-collar,married,primary,no,3596,no,no,telephone,apr,1,11,-1,7,unknown,1
83,services,married,secondary,no,-901,no,yes,cellular,sep,263,11,-1,0,unknown,0
29,blue-collar,single,secondary,no,1367,yes,no,telephone,dec,274,1,56,5,unknown,1
82,technician,single,tertiary,no,2418,no,yes,cellular,jun,224,12,5,7,unknown,1
89,management,married,secondary,no,1454,no,no,cellular,mar,140,3,26,2,unknown,1
71,blue-collar,married,secondary,no,1994,no,no,cellular,dec,169,14,-1,5,unknown,1
44,unemployed,single,unknown,no,-1725,yes,yes,cellular,nov,130,3,-1,0,unknown,0
61,technician,married,secondary,no,2419,no,yes,cellular,jun,60,12,-1,9,unknown,1
21,retired,married,primary,no,130,yes,no,cellular,jun,411,9,-1,7,unknown,0
90,management,married,tertiary,no,1969,no,no,telephone,nov,344,6,-1,6,success,1
44,management,married,primary,no,3224,no,no,cellular,jan,180,13,22,5,unknown,1
22,management,single,tertiary,no,2671,no,no,cellular,apr,269,6,-1,6,unknown,1
79,entrepreneur,divorced,tertiary,no,1967,no,no,telephone,jul,275,1,-1,4,unknown,1
69,services,divorced,unknown,no,2613,yes,no,cellular,aug,548,2,25,9,unknown,1
66,blue-collar,married,unknown,no,2715,no,no,cellular,aug,342,12,5,2,unknown,1
22,admin.,married,secondary,no,4490,no,no,telephone,may,337,6,-1,8,unknown,1
76,services,married,tertiary,no,1125,no,yes,telephone,nov,225,12,-1,7,unknown,1
67,admin.,married,secondary,no,1561,no,no,cellular,aug,159,1,-1,8,unknown,1
79,blue-collar,married,secondary,no,3251,no,no,cellular,jul,414,2,-1,0,failure,1
82,admin.,single,secondary,no,121,no,no,cellular,dec,311,14,-1,4,unknown,0
34,services,married,primary,yes,-1738,no,no,cellular,feb,104,3,-1,6,failure,0
34,blue-collar,divorced,primary,no,2285,yes,no,telephone,sep,284,10,7,6,failure,1
90,services,married,primary,no,747,yes,yes,telephone,dec,337,5,46,6,unknown,0
59,retired,married,primary,no,-1457,yes,no,cellular,aug,0,8,-1,6,unknown,0
52,student,single,secondary,no,2301,no,no,cellular,jul,91,2,-1,2,unknown,1
40,blue-collar,single,tertiary,no,4348,yes,no,telephone,may,271,4,-1,8,failure,1
67,services,married,secondary,no,-2385,yes,no,cellular,apr,0,11,56,4,unknown,0
76,services,married,tertiary,no,3449,yes,no,telephone,jul,0,8,23,9,unknown,1
18,technician,married,tertiary,no,-4382,no,no,cellular,nov,182,8,49,5,unknown,0
61,management,married,tertiary,no,319,yes,no,cellular,jun,289,14,-1,5,unknown,0
95,blue-collar,married,secondary,no,5249,yes,no,cellular,feb,295,6,-1,5,unknown,1
39,self-employed,married,tertiary,yes,478,yes,yes,telephone,jun,442,12,-1,8,unknown,0
39,admin.,single,tertiary,no,1398,yes,no,cellular,feb,232,11,-1,9,unknown,1
